bus,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
sink,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
storage,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
source,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
transformer,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
connector,#4d4dff,#6666ff,#8080ff,#9999ff,#b3b3ff,#ccccff,#e6e6ff
